date,RF,MKT,R_over,R_under,SMB
2000-01-04,5.4e-05,0.029976073973580153,-0.020658447528315582,-0.003209023152238588,-0.007268211088402365
2000-01-05,5.4e-05,0.0034901840460717093,0.005316032605990673,0.0018919671132133775,0.008729150035100441
2000-01-06,5.4e-05,0.040214988567651266,-0.008002068311230515,0.005365755151101714,-0.014344183091775653
2000-01-07,5.4e-05,0.0369678288311841,0.011521232341292542,0.005506967414264707,0.0017781710362019254
2000-01-10,5.4e-05,0.020314273135668023,-0.018704763001287983,-0.005293502305179887,0.005223353113629869
2000-01-11,5.4e-05,-0.042776365058055155,-0.013565185677009484,0.00928306114216415,0.00680635496649451
2000-01-12,5.4e-05,-0.027478413529990146,0.01077392559802759,-0.004878880486601678,0.003463280994876583
2000-01-13,5.4e-05,-0.00908730788375378,0.0014539880613481104,0.0013730719288760351,-0.005246314667063601
2000-01-14,5.4e-05,-0.010601271100179057,-0.008759130621813216,0.0013672352264233467,-0.0018238296332963033
2000-01-17,5.4e-05,0.017417805836206224,-0.004959949501520899,0.003539392680036002,-0.003575049425436738
2000-01-18,5.4e-05,-0.001984889533270473,0.008425504511710202,0.0042653182280536495,-0.005151043302003
2000-01-19,5.4e-05,0.011945753531666714,-0.00896435124462136,0.006085273273689351,-0.00035633825732706015
2000-01-20,5.4e-05,0.01744367094596777,-0.021359178354323882,0.0008555467122506322,0.003117825711617117
2000-01-21,5.4e-05,0.0019826685641828323,-0.036058902915939384,0.006579434600441414,-0.01178456577619913
2000-01-24,5.4e-05,0.012804609762045116,-0.026176247971128053,0.01656240139471521,0.004857364239239548
2000-01-25,5.4e-05,-0.0006610375642250865,0.02981502518588508,-0.011125663985792289,0.013268808765649065
2000-01-26,5.4e-05,0.0031532852614690743,-0.005372179206570626,-0.00023404484792610702,0.0004438251267426807
2000-01-27,5.4e-05,0.015619761851250136,-0.06800410895970566,0.01102606871988554,-0.01598802585455905
2000-01-28,5.4e-05,0.02029995613746416,-0.015175276323064812,0.008950453377139178,0.0026714576104751586
2000-02-14,5.4e-05,0.09139973235118748,-0.008447039927629074,4.910540371172445e-05,-2.2027622510023548e-05
2000-02-15,5.4e-05,0.002653135657600947,-0.0797524820421337,0.01455862383240314,-0.0024893496753926048
2000-02-16,5.4e-05,0.019388568261548,-0.05299739809415083,-0.018183929614115746,0.035354712019524115
2000-02-17,5.4e-05,-0.03147038833145377,0.08157079729937744,0.0016467510937796526,-0.011623714089138426
2000-02-18,5.4e-05,0.01675265234421741,-0.06535834526803663,0.010446622049865573,0.014316373404268168
2000-02-21,5.4e-05,0.005472853664546307,0.06217453628973979,-0.004704372490460074,0.03135633306439889
2000-02-22,5.4e-05,-0.029117575935753592,0.018055612084679873,0.002202719986159063,-0.01593923137194786
2000-02-23,5.4e-05,-0.026592777864488437,0.045261860531913944,0.0007611089773048585,0.001660134871340202
2000-02-24,5.4e-05,0.02629727478035182,-0.034885735398399786,0.013309373710083783,-0.00011324481525587515
2000-02-25,5.4e-05,-0.0022759313120498392,-2.824191450367941e-05,0.010387460770402979,-0.001150092889220966
2000-02-28,5.4e-05,0.04528632052652149,-0.0356988406547345,0.0007049985115732404,-0.005488941081039922
2000-02-29,5.4e-05,0.00321388464481287,0.043616476625133016,-0.00819170503175215,0.004048086364804471
2000-03-01,5.4e-05,-0.007847631572068026,0.02669978390901573,-0.014714711583782236,0.040518157457844484
2000-03-02,5.4e-05,0.007754976187299034,-0.029391333212364312,0.006529406614090405,0.0002651764433356796
2000-03-03,5.4e-05,0.013146430051029778,0.015388412980557487,7.827639777469031e-06,0.007188786326193242
2000-03-06,5.4e-05,-0.035948188023200545,0.06563596258265292,-0.005184329990266301,-0.0019533742246697905
2000-03-07,5.4e-05,0.01153189741091798,0.029904019790909064,-0.004176573285880725,-0.015699130835353126
2000-03-08,5.4e-05,0.017761807728603918,-0.028869413497274676,0.005791483855939195,0.0008313743966890108
2000-03-09,5.4e-05,0.003036750214695738,0.010743150162977999,0.0005100445033920931,-0.01156358676318714
2000-03-10,5.4e-05,-0.015086112849212352,-0.023565356893277434,0.00015756799370980623,-0.009109564528326342
2000-03-13,5.4e-05,0.015922619304119756,0.012520422452571678,-0.0174410360555437,0.01577834922087873
2000-03-14,5.4e-05,-0.02569171737467546,0.005966071521833816,0.006714992313285206,0.02997733189025742
2000-03-15,5.4e-05,-0.0001651316381352519,0.020339791155586595,-0.011210016853092086,0.026598670372734
2000-03-16,5.4e-05,-0.04528174432809384,0.025776889696457528,0.0018593432554687706,-0.011960216602781792
2000-03-17,5.4e-05,0.03325358229829578,-0.03601419771961045,0.008640150087652287,-0.0007716605728402826
2000-03-20,5.4e-05,0.026747054491070843,0.005618775234639939,-0.0042957941184076365,0.01924101304048076
2000-03-21,5.4e-05,0.0069306254863403804,0.01136437106891286,-0.0038839757085928905,0.0036369966264457876
2000-03-22,5.4e-05,0.007800054453533711,-0.019082310093710975,0.006574214825556313,-0.002491960941166438
2000-03-23,5.4e-05,0.015813817054430857,-0.005756208017827946,-0.01305353775805207,0.016784239147715097
2000-03-24,5.4e-05,-0.008519599869999506,0.0024632864357598816,0.0032335469906535907,0.0007583428163536743
2000-03-27,5.4e-05,0.027423400542084145,0.02036747216631607,-0.016079896060802845,0.035973309678334786
2000-03-28,5.4e-05,0.009421332094149191,0.015048935575178168,-0.0044687169272661365,0.0008837024901833246
2000-03-29,5.4e-05,-0.002534754464496025,-0.005988864824576945,0.015069914898845904,-0.00856134426814914
